protocol_id,nccp_code,title,field,original_label,display_label,component,protocol_path,basis
nccp-00232-v5,00232,Intravenous Vinorelbine Monotherapy - 21 days,hypersensitivity,Relevant drug/excipient hypersensitivity,Relevant drug/excipient hypersensitivity (Vinorelbine),Vinorelbine,protocols/breast/00232-vinorelbine-iv.json,encoded rule action component
nccp-00232-v5,00232,Intravenous Vinorelbine Monotherapy - 21 days,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Vinorelbine),Vinorelbine,protocols/breast/00232-vinorelbine-iv.json,encoded rule action component
nccp-00232-v5,00232,Intravenous Vinorelbine Monotherapy - 21 days,constipation_grade,Constipation grade,Constipation grade (Vinorelbine),Vinorelbine,protocols/breast/00232-vinorelbine-iv.json,encoded rule action component
nccp-00232-v5,00232,Intravenous Vinorelbine Monotherapy - 21 days,other_toxicity_grade,Other toxicity grade,Other toxicity grade (Vinorelbine),Vinorelbine,protocols/breast/00232-vinorelbine-iv.json,encoded rule action component
nccp-00209-v10a,00209,FOLFOX-6 Modified Therapy – 14 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Oxaliplatin),Oxaliplatin,protocols/gastrointestinal/00209-modified-folfox6.json,encoded rule action component
nccp-00216-v8,00216,Capecitabine Monotherapy,diarrhoea_current_grade,Current diarrhoea grade,Current diarrhoea grade (Capecitabine),Capecitabine,protocols/gastrointestinal/00216-capecitabine-monotherapy.json,encoded rule action component
nccp-00216-v8,00216,Capecitabine Monotherapy,hand_foot_grade,Hand-foot syndrome grade,Hand-foot syndrome grade (Capecitabine),Capecitabine,protocols/gastrointestinal/00216-capecitabine-monotherapy.json,encoded rule action component
nccp-00256-v7,00256,nab-Paclitaxel and Gemcitabine Therapy -28 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Nab Paclitaxel),Nab Paclitaxel,protocols/gastrointestinal/00256-nab-paclitaxel-gemcitabine.json,encoded rule action component
nccp-00256-v7,00256,nab-Paclitaxel and Gemcitabine Therapy -28 day,scar,Severe cutaneous adverse reaction,Severe cutaneous adverse reaction (Gemcitabine),Gemcitabine,protocols/gastrointestinal/00256-nab-paclitaxel-gemcitabine.json,encoded rule action component
nccp-00321-v9,00321,Capecitabine and Oxaliplatin Therapy (XELOX),neuropathy_pattern,Oxaliplatin neuropathy pattern,Oxaliplatin neuropathy pattern,Oxaliplatin,protocols/gastrointestinal/00321-xelox-capox.json,encoded rule action component
nccp-00329-v9,00329,FOLFIRINOX Therapy,neuropathy_pattern,Oxaliplatin neuropathy pattern,Oxaliplatin neuropathy pattern,Oxaliplatin,protocols/gastrointestinal/00329-folfirinox.json,encoded rule action component
nccp-00382-v3,00382,Trifluridine and Tipiracil (Lonsurf®) Therapy,hypersensitivity,Hypersensitivity,Hypersensitivity (Lonsurf),Lonsurf,protocols/gastrointestinal/00382-trifluridine-tipiracil.json,encoded rule action component
nccp-00446-v7b,00446,Bevacizumab 5mg/kg and Modified FOLFOX-6 Therapy -14 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Oxaliplatin),Oxaliplatin,protocols/gastrointestinal/00446-bevacizumab-modified-folfox6.json,encoded rule action component
nccp-00447-v6b,00447,Panitumumab 6mg/kg and Modified FOLFOX-6 Therapy -14 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Oxaliplatin),Oxaliplatin,protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json,encoded rule action component
nccp-00447-v6b,00447,Panitumumab 6mg/kg and Modified FOLFOX-6 Therapy -14 day,rash_grade,Acneiform/dermatologic toxicity grade,Acneiform/dermatologic toxicity grade (Panitumumab),Panitumumab,protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json,encoded rule action component
nccp-00447-v6b,00447,Panitumumab 6mg/kg and Modified FOLFOX-6 Therapy -14 day,magnesium_grade,Hypomagnesaemia grade,Hypomagnesaemia grade (Panitumumab),Panitumumab,protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json,encoded rule action component
nccp-00447-v6b,00447,Panitumumab 6mg/kg and Modified FOLFOX-6 Therapy -14 day,infusion_reaction_grade,Infusion reaction grade,Infusion reaction grade (Panitumumab),Panitumumab,protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json,encoded rule action component
nccp-00448-v4b,00448,Panitumumab 6mg/kg and FOLFIRI Therapy -14 day,rash_grade,Acneiform/dermatologic toxicity grade,Acneiform/dermatologic toxicity grade (Panitumumab),Panitumumab,protocols/gastrointestinal/00448-panitumumab-folfiri.json,encoded rule action component
nccp-00448-v4b,00448,Panitumumab 6mg/kg and FOLFIRI Therapy -14 day,magnesium_grade,Hypomagnesaemia grade,Hypomagnesaemia grade (Panitumumab),Panitumumab,protocols/gastrointestinal/00448-panitumumab-folfiri.json,encoded rule action component
nccp-00448-v4b,00448,Panitumumab 6mg/kg and FOLFIRI Therapy -14 day,infusion_reaction_grade,Infusion reaction grade,Infusion reaction grade (Panitumumab),Panitumumab,protocols/gastrointestinal/00448-panitumumab-folfiri.json,encoded rule action component
nccp-00515-v7,00515,FOLFIRINOX Modified Therapy,neuropathy_pattern,Oxaliplatin neuropathy pattern,Oxaliplatin neuropathy pattern,Oxaliplatin,protocols/gastrointestinal/00515-modified-folfirinox.json,encoded rule action component
nccp-00555-v6b,00555,FOLFOXIRI Therapy,stomatitis_highest_grade,Highest stomatitis grade,Highest stomatitis grade (Fluorouracil),Fluorouracil,protocols/gastrointestinal/00555-folfoxiri.json,encoded rule action component
nccp-00555-v6b,00555,FOLFOXIRI Therapy,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Oxaliplatin),Oxaliplatin,protocols/gastrointestinal/00555-folfoxiri.json,encoded rule action component
nccp-00704-v3a,00704,Trastuzumab and FOLFOX-6 Modified Therapy -14 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Oxaliplatin),Oxaliplatin,protocols/gastrointestinal/00704-trastuzumab-modified-folfox6.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,hypertension_grade,Hypertension grade,Hypertension grade (Bevacizumab),Bevacizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,hypersensitivity,Relevant drug hypersensitivity,Relevant drug hypersensitivity (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,scar_status,Severe cutaneous adverse reaction (SCAR) status,Severe cutaneous adverse reaction (SCAR) status (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,pancreatitis_grade,Immune-mediated pancreatitis grade,Immune-mediated pancreatitis grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00831-v2a,00831,Atezolizumab and Bevacizumab Therapy,pericardial_disorder_grade,Immune-mediated pericardial disorder grade,Immune-mediated pericardial disorder grade (Atezolizumab),Atezolizumab,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,hypersensitivity,Known hypersensitivity to capecitabine or oxaliplatin,Known hypersensitivity to capecitabine or oxaliplatin (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,neuropathy_pattern,Oxaliplatin neuropathy pattern,Oxaliplatin neuropathy pattern,Oxaliplatin,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,infection_grade,Infection grade,Infection grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,rash_grade_2_over_one_week,Grade 2 rash lasting more than one week,Grade 2 rash lasting more than one week (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00843-v2a,00843,Nivolumab and XELOX Therapy,other_nonimmune_toxicity_grade,Other non-immune adverse reaction grade,Other non-immune adverse reaction grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00843-nivolumab-xelox.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,hypersensitivity,Known hypersensitivity to regimen component or excipient,Known hypersensitivity to regimen component or excipient (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Oxaliplatin),Oxaliplatin,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,infection_grade,Infection grade,Infection grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,rash_grade_2_over_one_week,Grade 2 rash lasting more than one week,Grade 2 rash lasting more than one week (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00844-v4a,00844,Nivolumab and FOLFOX-6 Modified Therapy,other_nonimmune_toxicity_grade,Other non-immune adverse reaction grade,Other non-immune adverse reaction grade (Nivolumab),Nivolumab,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",hypersensitivity,Relevant drug hypersensitivity,Relevant drug hypersensitivity (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",infection_grade,Infection grade,Infection grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",rash_grade_2_over_one_week,Grade 2 rash lasting more than one week,Grade 2 rash lasting more than one week (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00897-v3,00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",other_nonimmune_toxicity_grade,Other non-immune adverse reaction grade,Other non-immune adverse reaction grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,hypersensitivity,Relevant drug hypersensitivity,Relevant drug hypersensitivity (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,infection_grade,Infection grade,Infection grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,rash_grade_2_over_one_week,Grade 2 rash lasting more than one week,Grade 2 rash lasting more than one week (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00926-v1,00926,Tremelimumab and Durvalumab Therapy,other_nonimmune_toxicity_grade,Other non-immune adverse reaction grade,Other non-immune adverse reaction grade (Durvalumab),Durvalumab,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,encoded rule action component
nccp-00215-v7,00215,Bevacizumab 15 mg/kg Therapy — 21 days,hypersensitivity,Relevant bevacizumab / CHO-product hypersensitivity,Relevant bevacizumab / CHO-product hypersensitivity,Bevacizumab,protocols/shared/00215-bevacizumab-15mgkg.json,encoded rule action component
nccp-00215-v7,00215,Bevacizumab 15 mg/kg Therapy — 21 days,hypertension_grade,Hypertension grade,Hypertension grade (Bevacizumab),Bevacizumab,protocols/shared/00215-bevacizumab-15mgkg.json,encoded rule action component
nccp-00215-v7,00215,Bevacizumab 15 mg/kg Therapy — 21 days,fistula_grade,Fistula grade,Fistula grade (Bevacizumab),Bevacizumab,protocols/shared/00215-bevacizumab-15mgkg.json,encoded rule action component
nccp-00215-v7,00215,Bevacizumab 15 mg/kg Therapy — 21 days,thromboembolic_event_grade,Thromboembolic event grade,Thromboembolic event grade (Bevacizumab),Bevacizumab,protocols/shared/00215-bevacizumab-15mgkg.json,encoded rule action component
nccp-00215-v7,00215,Bevacizumab 15 mg/kg Therapy — 21 days,haemorrhage_grade,Haemorrhage grade,Haemorrhage grade (Bevacizumab),Bevacizumab,protocols/shared/00215-bevacizumab-15mgkg.json,encoded rule action component
nccp-00244-v5,00244,Regorafenib Monotherapy,hypertension_grade,Treatment-emergent hypertension grade,Treatment-emergent hypertension grade (Regorafenib),Regorafenib,protocols/gastrointestinal/00244-regorafenib.json,encoded rule action component
nccp-00303-v6,00303,Carboplatin AUC 5–7.5 and Paclitaxel 175 mg/m² Therapy – 21 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Paclitaxel),Paclitaxel,protocols/gynaecology/00303-carboplatin-paclitaxel-21-day.json,encoded rule action component
