protocol_id,nccp_code,version,title,tumour_group,schedule_available,structured_treatment_phases,structured_treatment_object,phase_count,component_count,selectable_dose_level_groups,modification_pathways,source_url,clinical_validation_authorised
nccp-00692-v2,00692,2,Cetuximab and FOLFOX-4 Therapy,Gastrointestinal,true,false,true,1,4,0,18,https://healthservice.hse.ie/documents/6532/692_v2_Cetuximab_FOLFOX4.pdf,false
nccp-00704-v3a,00704,3a,Trastuzumab + mFOLFOX6,Gastrointestinal,true,true,false,1,5,4,33,https://healthservice.hse.ie/documents/6534/704_v3a_Trastuzumab_FOLFOX6_Modified.pdf,false
nccp-00727-v2b,00727,2b,Mitomycin and Capecitabine Chemoradiation Therapy,Gastrointestinal,true,false,true,1,3,0,13,https://healthservice.hse.ie/documents/6600/727_v2b_Mitomycin_Capecitabine.pdf,false
nccp-00732-v2,00732,2,Cetuximab Therapy – 14 days,Gastrointestinal,true,false,true,1,1,0,6,https://healthservice.hse.ie/documents/6602/732_v2_Cetuximab_14day.pdf,false
nccp-00733-v2a,00733,2a,Cetuximab and modified FOLFOX-6 Therapy,Gastrointestinal,true,false,true,1,4,0,18,https://healthservice.hse.ie/documents/6603/733_v2a_Cetuximab_FOLFOX_6.pdf,false
nccp-00739-v2a,00739,2a,"Pembrolizumab, Cisplatin and 5-Fluorouracil Infusional Therapy",Gastrointestinal,true,false,true,1,3,0,27,https://healthservice.hse.ie/documents/6622/739_v2a_Pembrolizumab200_CISplatin_5-FU.pdf,false
nccp-00783-v2a,00783,2a,Bevacizumab 5 mg/kg and FOLFOXIRI Therapy – 14 day,Gastrointestinal,true,false,true,1,5,0,23,https://healthservice.hse.ie/documents/6660/783_v2a_Bev_5_FOLFOXIRI_therapy.pdf,false
nccp-00791-v2,00791,2,"Bevacizumab 5 mg/kg, 5-Fluorouracil and Folinic Acid Therapy – 14 day",Gastrointestinal,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/6416/791_v2_Bevacizumab_5mgkg_5FU.pdf,false
nccp-00816-v3,00816,3,"Nivolumab 14 day, Cisplatin and 5-Fluorouracil Therapy",Gastrointestinal,true,false,true,1,3,0,27,https://healthservice.hse.ie/documents/6428/816_Nivolumab_14-Day_Cisplatin_5FU.pdf,false
nccp-00831-v2a,00831,2a,Atezolizumab + Bevacizumab (HCC),Gastrointestinal,true,true,false,1,2,0,46,https://healthservice.hse.ie/documents/6432/831_v2a_Atezolizumab_Bevacizumab_Therapy.pdf,false
nccp-00832-v3,00832,3,"Nivolumab 28 day, Cisplatin and 5-Fluorouracil Therapy",Gastrointestinal,true,false,true,1,3,0,27,https://healthservice.hse.ie/documents/6433/832_Nivolumab_28-day_Cisplatin_5FU_.pdf,false
nccp-00839-v2a,00839,2a,Pembrolizumab and Modified FOLFOX-6 Therapy,Gastrointestinal,true,false,true,1,4,0,26,https://healthservice.hse.ie/documents/6440/839_v2a_Pembrolizumab_FOLFOX.pdf,false
nccp-00843-v2a,00843,2a,Nivolumab + XELOX,Gastrointestinal,true,true,false,1,3,2,61,https://healthservice.hse.ie/documents/6444/843_Nivolumab_and_XELOX.pdf,false
nccp-00844-v4a,00844,4a,Nivolumab + mFOLFOX6,Gastrointestinal,true,true,false,1,5,4,61,https://healthservice.hse.ie/documents/6445/844_Nivolumab_FOLFOX6_.pdf,false
nccp-00889-v1a,00889,1a,Pemigatinib Therapy,Gastrointestinal,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6647/889_v1a_Pemigatinib.pdf,false
nccp-00890-v2,00890,2,Fruquintinib Monotherapy,Gastrointestinal,true,false,true,1,1,0,11,https://healthservice.hse.ie/documents/6648/890_v2_Fruquintinib.pdf,false
nccp-00897-v3,00897,3,Durvalumab + Gemcitabine + Cisplatin,Gastrointestinal,true,true,false,2,4,0,36,https://healthservice.hse.ie/documents/6652/897_v3_Durvalumab_Gem_Cis.pdf,false
nccp-00900-v1a,00900,1a,Nivolumab 240 mg and Ipilimumab 1 mg/kg Therapy,Gastrointestinal,true,false,true,1,2,0,14,https://healthservice.hse.ie/documents/6653/900_v1a_Nivolumab_240mg_ipilimumab_1mgkg_.pdf,false
nccp-00901-v1a,00901,1a,Ivosidenib Therapy,Gastrointestinal,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6654/901_v1a_Ivosidenib.pdf,false
nccp-00924-v1,00924,1,Tislelizumab and CAPOX Therapy,Gastrointestinal,true,false,true,1,3,0,27,https://healthservice.hse.ie/documents/7463/00924_Tislelizumab_and_CAPOX.pdf,false
nccp-00925-v1,00925,1,Tislelizumab and Modified FOLFOX-6 Therapy,Gastrointestinal,true,false,true,1,4,0,26,https://healthservice.hse.ie/documents/7462/Tislelizumab_and_FOLFOX-6_Modified_Therapy.pdf,false
nccp-00926-v1,00926,1,Tremelimumab + Durvalumab,Gastrointestinal,true,true,false,1,2,0,32,https://healthservice.hse.ie/documents/7979/926_NCCP_Regimen_Tremelimumab_and_Durvalumab.pdf,false
nccp-00294-v4,00294,4,Sorafenib Therapy,Gastrointestinal,true,false,true,1,1,0,11,https://healthservice.hse.ie/documents/6704/294_v4_SORAfenib.pdf,false
nccp-00320-v6,00320,6,Everolimus Monotherapy,Gastrointestinal,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6718/320_Everolimus.pdf,false
nccp-00551-v7,00551,7,Nivolumab 3 mg/kg with Ipilimumab 1 mg/kg Therapy,Gastrointestinal,true,false,true,1,2,0,14,https://healthservice.hse.ie/documents/6385/551_Nivolumab_3mgkg_Ipilimumab_1mgk.pdf,false
nccp-00207-v5,00207,5,Cetuximab Therapy – 7 days,Gastrointestinal,true,false,true,1,1,0,6,https://healthservice.hse.ie/documents/6548/207_v5_Cetuximab_7day.pdf,false
nccp-00214-v8,00214,8,Bevacizumab 7.5 mg/kg – 21 days,,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6554/214_Bevacizumab_7.5.pdf,false
nccp-00284-v5,00284,5,Gemcitabine 1000 mg/m² Monotherapy – 28 day,,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6699/284_v5_Gemcitabine_Monotherapy_28_day.pdf,false
nccp-00483-v13a,00483,13a,Nivolumab Monotherapy – 14 day,Gastrointestinal,true,false,true,1,1,0,14,https://healthservice.hse.ie/documents/6498/483_Nivolumab_14-day_.pdf,false
nccp-00484-v13a,00484,13a,Nivolumab Monotherapy – 28 day,Gastrointestinal,true,false,true,1,1,0,14,https://healthservice.hse.ie/documents/6499/484_Nivolumab_28-day_.pdf,false
nccp-00215-v7,00215,7,Bevacizumab 15 mg/kg monotherapy / continuation,Gastrointestinal,true,true,false,1,1,0,21,https://healthservice.hse.ie/documents/6555/00215_Bevacizumab_15_knZhA52.pdf,false
nccp-00455-v15b,00455,15b,Pembrolizumab 200 mg Monotherapy,Gastrointestinal,true,false,true,1,1,0,14,https://healthservice.hse.ie/documents/6903/455_V15b__Pembrolizumab_200mg_Monotherapy.pdf,false
nccp-00642-v2,00642,2,Lutetium-177 Oxodotreotide (Lutathera) Therapy,Gastrointestinal,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6683/642_v2_Lutetium_Lu177_oxodotretide.pdf,false
nccp-00244-v5,00244,5,Regorafenib,,true,true,false,1,1,1,9,https://healthservice.hse.ie/documents/6347/244_v5_Regorafenib_Monotherapy.pdf,false
nccp-00101-v8,00101,8,Cabazitaxel + prednisolone,Genitourinary,true,false,true,1,2,1,5,https://healthservice.hse.ie/documents/6536/108_cabazitaxel_and_prednisoLONE.pdf,false
nccp-00103-v9,00103,9,Abiraterone and prednisolone,Genitourinary,true,false,true,1,2,0,15,https://healthservice.hse.ie/documents/6537/103_v9_Abiraterone_and_prednisoLONE_Therapy.pdf,false
nccp-00104-v6,00104,6,Axitinib Monotherapy,Genitourinary,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6538/104_Axitinib_Monotherapy.pdf,false
nccp-00233-v7,00233,7,Enzalutamide,Genitourinary,true,false,true,1,1,1,5,https://healthservice.hse.ie/documents/6332/233_v7_Enzalutamide_Monotherapy.pdf,false
nccp-00257-v8,00257,8,Radium-223 (Xofigo),Genitourinary,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6361/257_v8_Radium_223.pdf,false
nccp-00282-v5,00282,5,Gemcitabine and Cisplatin 70 mg/m² – 28 day,Genitourinary,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6454/282_v5_GemCis_70_28days.pdf,false
nccp-00313-v5,00313,5,Docetaxel 50 q14d,Genitourinary,true,false,true,1,2,1,7,https://healthservice.hse.ie/documents/6716/313_v5_Docetaxel_50-14day.pdf,false
nccp-00326-v4,00326,4,Temsirolimus Therapy,Genitourinary,true,false,true,1,1,0,5,https://healthservice.hse.ie/documents/6772/326_v4_Temsirolimus.pdf,false
nccp-00333-v5a,00333,5a,"Dose-dense Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 14 day",Genitourinary,true,false,true,1,4,0,10,https://healthservice.hse.ie/documents/6787/333_v5a_MVAC_14_day.pdf,false
nccp-00337-v5,00337,5,"Cisplatin, Methotrexate and Vinblastine (CMV) Therapy",Genitourinary,true,false,true,1,3,0,10,https://healthservice.hse.ie/documents/6798/337_v5_CISplatin_Methotrexate_vinBLAStine_therapy_CMV.pdf,false
nccp-00338-v5,00338,5,"Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 28 day",Genitourinary,true,false,true,1,4,0,10,https://healthservice.hse.ie/documents/6799/338_v5_MVAC_28_day.pdf,false
nccp-00450-v4c,00450,4c,Mitomycin and 5-Fluorouracil with Radiotherapy,Genitourinary,true,false,true,1,3,0,5,https://healthservice.hse.ie/documents/6482/450_v4c_Mitomycin_and_5-FU_5__RT.pdf,false
nccp-00453-v3,00453,3,Carboplatin AUC 7 and Etoposide 750 mg/m² Therapy,Genitourinary,true,false,true,1,2,0,6,https://healthservice.hse.ie/documents/6485/453_v3_CarboAUC7Etop750.pdf,false
nccp-00477-v3,00477,3,Goserelin 10.8 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6978/477_v3_Goserelin_10.8mg.pdf,false
nccp-00478-v3,00478,3,Goserelin 3.6 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6493/478_v3_Goserelin_3.6mg.pdf,false
nccp-00479-v3,00479,3,Leuprorelin 22.5 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6494/479_v3_Leuprorelin_22.5mg.pdf,false
nccp-00480-v3,00480,3,Triptorelin 11.25 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6495/480_v3_Triptorelin_11.25mg.pdf,false
nccp-00481-v3,00481,3,Degarelix,Genitourinary,true,false,true,1,2,0,3,https://healthservice.hse.ie/documents/6496/481_v3_Degarelix_Therapy.pdf,false
nccp-00482-v3,00482,3,Bicalutamide,Genitourinary,true,false,true,1,1,0,3,https://healthservice.hse.ie/documents/6497/482_v3_Bicalutamide.pdf,false
nccp-00488-v3,00488,3,Triptorelin 22.5 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6502/488_v3_Triptorelin_22.5mg.pdf,false
nccp-00489-v3,00489,3,Triptorelin 3 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6503/489_v3_Triptorelin_3mg.pdf,false
nccp-00490-v3,00490,3,Leuprorelin 7.5 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6979/490_v3_Leuprorelin_7.5mg.pdf,false
nccp-00491-v3,00491,3,Leuprorelin 45 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6504/491_v3_Leuprorelin_45mg.pdf,false
nccp-00492-v3,00492,3,Leuprorelin 11.25 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6505/492_v3_Leuprorelin_11.25mg.pdf,false
nccp-00493-v3,00493,3,Leuprorelin 30 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6506/493_v3_Leuprorelin_30mg.pdf,false
nccp-00494-v3,00494,3,Leuprorelin 3.75 mg,Genitourinary,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6980/494_v3_Leuprorelin_3.75mg.pdf,false
nccp-00518-v2,00518,2,Cabozantinib Monotherapy,Genitourinary,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6517/518_v2a_Cabozantinib_.pdf,false
nccp-00546-v3,00546,3,Docetaxel + prednisolone,Genitourinary,true,false,true,1,2,1,7,https://healthservice.hse.ie/documents/6382/546_v3_Docetaxel_75-prednisolone_combination_therapy.pdf,false
nccp-00564-v3,00564,3,Tivozanib Monotherapy,Genitourinary,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6391/564_v3_Tivozanib.pdf,false
nccp-00574-v4,00574,4,Apalutamide,Genitourinary,true,false,true,1,1,1,8,https://healthservice.hse.ie/documents/6392/574_v4_Apalutamide.pdf,false
nccp-00577-v3,00577,3,Abiraterone and prednisolone,Genitourinary,true,false,true,1,2,0,16,https://healthservice.hse.ie/documents/6393/577_v3_Abiraterone_and_prednisoLONE_Therapy.pdf,false
nccp-00583-v3b,00583,3b,Pembrolizumab 200 mg and Axitinib Therapy,Genitourinary,true,false,true,1,2,0,14,https://healthservice.hse.ie/documents/6394/583_v3b_Pembrolizumab_200mg_Axitinib_therapy.pdf,false
nccp-00602-v1,00602,1,"Paclitaxel, Ifosfamide and Cisplatin (TIP) Therapy",Genitourinary,true,false,true,1,3,0,15,https://healthservice.hse.ie/documents/6411/602_v1_TIP.pdf,false
nccp-00622-v3,00622,3,Gemcitabine and Cisplatin 35 mg/m² – 21 day,Genitourinary,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6687/622_v3_GemCis35_21day.pdf,false
nccp-00628-v3,00628,3,Gemcitabine and Cisplatin 70 mg/m² – 21 day,Genitourinary,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6684/628_v3_GemCis70_21_day.pdf,false
nccp-00693-v2,00693,2,Darolutamide,Genitourinary,true,false,true,1,1,0,2,https://healthservice.hse.ie/documents/6533/693_v2_Darolutamide_Therapy.pdf,false
nccp-00759-v1,00759,1,Gemcitabine 100 mg/m² with Radiotherapy,Genitourinary,true,false,true,1,2,0,5,https://healthservice.hse.ie/documents/6669/759_v1_Gemcitabine_100_and_RT.pdf,false
nccp-00807-v2,00807,2,Intravesical BCG,Genitourinary,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6424/807_v2_Intravesical_BCG.pdf,false
nccp-00830-v3,00830,3,Relugolix,Genitourinary,true,false,true,1,1,0,5,https://healthservice.hse.ie/documents/6431/830_v3_Relugolix.pdf,false
nccp-00846-v3a,00846,3a,Enfortumab Vedotin Monotherapy,Genitourinary,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6446/846_v3a_Enfortumab_vedotin.pdf,false
nccp-00848-v2,00848,2,Niraparib/abiraterone (Akeega),Genitourinary,true,false,true,1,2,1,13,https://healthservice.hse.ie/documents/6448/848_v2_Niraparib_abiraterone.pdf,false
nccp-00885-v2,00885,2,Erdafitinib Therapy,Genitourinary,true,false,true,1,1,0,5,https://healthservice.hse.ie/documents/6646/885_v2_Erdafitinib.pdf,false
nccp-00894-v1,00894,1,Intravesical Gemcitabine and Docetaxel,Genitourinary,true,false,true,1,2,0,9,https://healthservice.hse.ie/documents/7616/894_Gemcitabine_Docetaxel_intravesical_.pdf,false
nccp-00945-v1,00945,1,Enfortumab Vedotin and Pembrolizumab Therapy,Genitourinary,true,false,true,1,2,0,12,https://healthservice.hse.ie/documents/10493/945_Enfortumab_vedotin_Pembro.pdf,false
nccp-00325-v6,00325,6,Sunitinib 50 mg Therapy – 42 day,Genitourinary,true,false,true,1,1,0,15,https://healthservice.hse.ie/documents/6721/325_v6_SUNitinib_50mg_42_days.pdf,false
nccp-00445-v3,00445,3,Pazopanib Monotherapy,Genitourinary,true,false,true,1,1,0,13,https://healthservice.hse.ie/documents/6477/445_v3_Pazopanib.pdf,false
nccp-00719-v2,00719,2,Sunitinib 50 mg Therapy – 21 day,Genitourinary,true,false,true,1,1,0,15,https://healthservice.hse.ie/documents/6595/719_v2_SUNitinib_50mg21_days.pdf,false
nccp-00535-v6b,00535,6b,Avelumab Monotherapy,Genitourinary,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6638/535_v6b_Avelumab.pdf,false
nccp-00246-v5,00246,5,Methotrexate 8-day Charing Cross Regimen,Gynaecology,true,false,true,1,2,0,8,https://healthservice.hse.ie/documents/6349/246_Methotrexate_Charing_Cross.pdf,false
nccp-00247-v4,00247,4,Dactinomycin Therapy,Gynaecology,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6350/247_V4_DACTINomycin.pdf,false
nccp-00248-v4,00248,4,EMA/CO Therapy,Gynaecology,true,false,true,1,5,0,8,https://healthservice.hse.ie/documents/6351/248_V4_EMA_CO.pdf,false
nccp-00249-v3,00249,3,Intrathecal Methotrexate for CNS Prophylaxis in GTN,Gynaecology,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6352/249_V3_Intrathecal_Methotrexate.pdf,false
nccp-00264-v3b,00264,3b,EMA/EP Therapy,Gynaecology,true,false,true,1,4,0,13,https://healthservice.hse.ie/documents/6689/264_V3b_EMA_EP.pdf,false
nccp-00266-v4,00266,4,Paclitaxel/Etoposide alternating with Paclitaxel/Cisplatin (TE/TP) Therapy,Gynaecology,true,false,true,1,3,0,16,https://healthservice.hse.ie/documents/6691/266_V4_TP_TE.pdf,false
nccp-00267-v4,00267,4,Two-day Etoposide and Cisplatin (EP) Therapy,Gynaecology,true,false,true,1,2,0,13,https://healthservice.hse.ie/documents/6692/267_V4_EP.pdf,false
nccp-00303-v6,00303,6,Carboplatin + Paclitaxel (21 day),Gynaecology,true,true,false,1,2,0,5,https://healthservice.hse.ie/documents/6709/303_V6_CARBOplatin_AUC5-7.5_PACLitaxel_175.pdf,false
nccp-00306-v7,00306,7,Gemcitabine + Carboplatin AUC4,Gynaecology,true,true,false,1,3,0,13,https://healthservice.hse.ie/documents/6710/306_Gem_CARBOAUC_4_.pdf,false
nccp-00308-v7,00308,7,Carboplatin AUC 6 and Weekly Paclitaxel 80 mg/m² Therapy,Gynaecology,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6712/308_V7_CARBOplatin_AUC6_PACLitaxel80.pdf,false
nccp-00312-v5,00312,5,Topotecan Monotherapy – Weekly,Gynaecology,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6715/312__V5_Topotecan_Monotherapy_weekly.pdf,false
nccp-00375-v6,00375,6,Trabectedin and Pegylated Liposomal Doxorubicin Therapy,Gynaecology,true,false,true,1,2,0,12,https://healthservice.hse.ie/documents/6818/375_Trabectedin_and_PLD_therapy.pdf,false
nccp-00499-v8,00499,8,"Gemcitabine 1000 mg/m², Carboplatin AUC 4 and Bevacizumab 15 mg/kg Therapy – 21 day",Gynaecology,true,false,true,1,3,0,14,https://healthservice.hse.ie/documents/6507/499_V8_GemCARBOAUC_4BEV.pdf,false
nccp-00620-v2,00620,2,"Bevacizumab 7.5 mg/kg, Carboplatin AUC 5 and Paclitaxel 175 mg/m² Therapy",Gynaecology,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/6852/620_V2_BevPacliCarbo.pdf,false
nccp-00624-v3,00624,3,Carboplatin + pegylated liposomal doxorubicin,Gynaecology,true,true,false,1,2,0,13,https://healthservice.hse.ie/documents/6685/624_V3_Carbo_AUC5_pegylated_dox_30.pdf,false
nccp-00676-v3,00676,3,Cisplatin 50 mg/m² Chemoradiation followed by Carboplatin AUC 5 and Paclitaxel 175 mg/m²,Gynaecology,true,false,true,1,4,0,15,https://healthservice.hse.ie/documents/6673/676_v3_Cisplatin_50mgm2_with_RT_Pacli_Carbo.pdf,false
nccp-00716-v2,00716,2,"Bevacizumab 15 mg/kg, Carboplatin AUC 5 and Paclitaxel 175 mg/m² Therapy",Gynaecology,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/6594/716_V2_Bev15mg_PACLi_and_CARBO.pdf,false
nccp-00746-v2,00746,2,Olaparib (Tablet) and Bevacizumab Therapy,Gynaecology,true,false,true,1,2,0,15,https://healthservice.hse.ie/documents/6626/746_V2_Olaparib_bevacizumab_therapy.pdf,false
nccp-00766-v2,00766,2,Bevacizumab + Carboplatin/Paclitaxel,Gynaecology,true,true,false,2,4,0,8,https://healthservice.hse.ie/documents/6667/766_V2_Bevacizumab_15_Paclitaxel_CarboplatinAUC6.pdf,false
nccp-00769-v2,00769,2,"Bevacizumab 10 mg/kg and Paclitaxel 80 mg/m² Days 1, 8, 15 and 22",Gynaecology,true,false,true,1,2,0,15,https://healthservice.hse.ie/documents/6666/769_V2_Bevacizumab10_PACLitaxelDay181522.pdf,false
nccp-00771-v2,00771,2,Bevacizumab 10 mg/kg and Topotecan 4 mg/m² Therapy,Gynaecology,true,false,true,1,2,0,14,https://healthservice.hse.ie/documents/6665/771_V2_Bevacizumab10_Topotecan.pdf,false
nccp-00772-v3,00772,3,Bevacizumab 10 mg/kg and Pegylated Liposomal Doxorubicin 40 mg/m² Therapy,Gynaecology,true,false,true,1,2,0,16,https://healthservice.hse.ie/documents/6664/772_V3_Bevacizumab10_PegylatedDOXOrubicin40.docx.pdf,false
nccp-00799-v2,00799,2,Bevacizumab + paclitaxel + cisplatin,Gynaecology,true,true,false,1,3,0,20,https://healthservice.hse.ie/documents/6422/799_V2_Bev_Pacli_CIS.pdf,false
nccp-00811-v2,00811,2,"Pembrolizumab, Paclitaxel 175 mg/m², Carboplatin AUC 5 and Bevacizumab Therapy",Gynaecology,true,false,true,1,4,0,24,https://healthservice.hse.ie/documents/6425/811_V2_Pembrolizumab_Pac_Carbo_Bev.pdf,false
nccp-00817-v2,00817,2,"Pembrolizumab, Paclitaxel 175 mg/m² and Carboplatin AUC 5 Therapy",Gynaecology,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/6429/817_V2_Pembro_Pac_175_Carbo_AUC_5.pdf,false
nccp-00819-v2,00819,2,Dostarlimab Therapy,Gynaecology,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6430/819_V2_Dostarlimab_Therapy.pdf,false
nccp-00862-v2,00862,2,Niraparib tablets monotherapy,Gynaecology,true,true,false,1,1,0,15,https://healthservice.hse.ie/documents/6437/862_V2_Niraparib_Tablets_Monotherapy.pdf,false
nccp-00904-v1,00904,1,Rucaparib (Tablets) Monotherapy,Gynaecology,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6655/904_V1_Rucaparib_monotherapy.pdf,false
nccp-00929-v1,00929,1,"Dostarlimab, Paclitaxel and Carboplatin Therapy",Gynaecology,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/8284/929_Dostarlimab_-_PACLi_CARBO_Regimen.pdf,false
nccp-00300-v7b,00300,7b,"Bleomycin, Etoposide and Cisplatin (BEP) Therapy",Gynaecology,true,false,true,1,3,0,11,https://healthservice.hse.ie/documents/6706/300_V7b_BEP.pdf,false
nccp-00301-v5,00301,5,Etoposide and Cisplatin 20 mg/m² (EP) 5-day Therapy,Gynaecology,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6707/301_V5_EP.pdf,false
nccp-00588-v5b,00588,5b,Olaparib monotherapy,Gynaecology,true,false,true,1,1,1,7,https://healthservice.hse.ie/documents/6397/588_Olaparib_tablet_monotherapy_FZxXOtF.pdf,false
nccp-00385-v5,00385,5,Cisplatin 40 mg/m² Weekly with Radiotherapy,Gynaecology,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6341/385_V5_CISplatin_40mgm2_weekly_with_RT.pdf,false
nccp-00419-v4,00419,4,Carboplatin AUC 2 Weekly with Radiotherapy,Gynaecology,true,false,true,1,2,0,7,https://healthservice.hse.ie/documents/6459/419_v4_CarboAUC2and_RT.pdf,false
nccp-00812-v3a,00812,3a,Cemiplimab Therapy,Gynaecology,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6426/812_V3a_Cemiplimab.pdf,false
nccp-00218-v3,00218,3,Lenalidomide + dexamethasone,Haematology,true,false,true,1,2,0,6,https://healthservice.hse.ie/documents/6939/218_v3_Lenalidomide_Dex.pdf,false
nccp-00245-v4a,00245,4a,Pomalidomide + dexamethasone,Haematology,true,false,true,1,2,0,4,https://healthservice.hse.ie/documents/6933/245_v4a_Pomalidomide_and_Dexamethasone.pdf,false
nccp-00270-v3a,00270,3a,Bortezomib + dexamethasone,Haematology,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6932/270_v3a_Bortezomib_Dex.pdf,false
nccp-00273-v3,00273,3,CyBorD — 21 day,Haematology,true,false,true,1,3,0,8,https://healthservice.hse.ie/documents/6930/273_v3_Bortezomib_CycloDex.pdf,false
nccp-00275-v3,00275,3,Bortezomib + melphalan + prednisolone,Haematology,true,false,true,1,3,0,13,https://healthservice.hse.ie/documents/6928/275_v3_bortezomibmelphpred.pdf,false
nccp-00299-v3a,00299,3a,Modified weekly CyBorD,Haematology,true,false,true,1,3,0,9,https://healthservice.hse.ie/documents/6925/299_v3a_bortezomib_CYCLO_Dex_weekly.pdf,false
nccp-00416-v4,00416,4,RVD — 21 day,Haematology,true,false,true,1,3,0,14,https://healthservice.hse.ie/documents/6907/416_v4_BortezomibLenDex_RVD.pdf,false
nccp-00435-v3,00435,3,Bortezomib maintenance — 14 day,Haematology,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6905/435_v3_Bortezomib_Maintenance.pdf,false
nccp-00601-v3,00601,3,PVD,Haematology,true,false,true,1,3,0,10,https://healthservice.hse.ie/documents/6748/601_v3_PVD_Pomalidomide_Bortezomib_Dexamethasone.pdf,false
nccp-00604-v2d,00604,2d,Daratumumab SC,Haematology,true,false,true,1,1,0,3,https://healthservice.hse.ie/documents/6749/604_v2d_Daratumumab_SC.pdf,false
nccp-00609-v4,00609,4,Dara-SC + BorDex,Haematology,true,false,true,1,3,0,10,https://healthservice.hse.ie/documents/6750/609_v4_Daratumumab_SC_1800mg_BorDex.pdf,false
nccp-00643-v3,00643,3,RVD — 28 day,Haematology,true,false,true,1,3,0,14,https://healthservice.hse.ie/documents/6762/643_v3_BortezomibLenDex_28_day.pdf,false
nccp-00695-v2,00695,2,Dara-SC + weekly BorDex,Haematology,true,false,true,1,3,0,10,https://healthservice.hse.ie/documents/6768/695_v2_Daratumumab_SC_1800mg_BorweeklyDex.pdf,false
nccp-00780-v2,00780,2,RVD-Lite induction,Haematology,true,false,true,1,3,0,12,https://healthservice.hse.ie/documents/6791/780_v2_BortezomibLenDexInductionRVDlite_28day.pdf,false
nccp-00854-v4,00854,4,Dara-SC + Rd,Haematology,true,false,true,1,3,0,8,https://healthservice.hse.ie/documents/6794/854_DaraSCLenDex.pdf,false
nccp-00242-v6,00242,6,Vandetanib Monotherapy,Head and Neck,true,false,true,1,1,0,13,https://healthservice.hse.ie/documents/6947/242_Vandetanib_monotherapy.pdf,false
nccp-00295-v6,00295,6,Lenvatinib DTC Therapy,Head and Neck,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6951/295_V6_lenvatinib-DTC_therapy.pdf,false
nccp-00314-v4b,00314,4b,Cisplatin and 5-Fluorouracil – 28 day,Head and Neck,true,false,true,1,2,0,17,https://healthservice.hse.ie/documents/6955/314_V4b_Cisplatin_and_5-Fluorouracil.pdf,false
nccp-00315-v7a,00315,7a,"Docetaxel 75, Cisplatin 75 and 5-Fluorouracil 1000 – Induction TPF",Head and Neck,true,false,true,1,3,0,15,https://healthservice.hse.ie/documents/6956/315_DOCEtaxel_CISplatin_5FU_TPF_1.pdf,false
